train,test,metric,classifier,adjuster,dataset,column,value
gse20194_gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.6953
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,78.6667
gse20194_gse96058_hiseq,gse20194,True Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,29
gse20194_gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,49.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,886.3333
gse20194_gse96058_hiseq,gse20194,True Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,48.6667
gse20194_gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,837.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9558
gse20194_gse96058_hiseq,gse20194,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9156
gse20194_gse96058_hiseq,gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9594
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,21.6667
gse20194_gse96058_hiseq,gse20194,False Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,2
gse20194_gse96058_hiseq,gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,19.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,23
gse20194_gse96058_hiseq,gse20194,False Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,5
gse20194_gse96058_hiseq,gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,18
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7581
gse20194_gse96058_hiseq,gse20194,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.8216
gse20194_gse96058_hiseq,gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.7174
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9652
gse20194_gse96058_hiseq,gse20194,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9529
gse20194_gse96058_hiseq,gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9582
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9761
gse20194_gse96058_hiseq,gse20194,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9605
gse20194_gse96058_hiseq,gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.977
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7774
gse20194_gse96058_hiseq,gse20194,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.8444
gse20194_gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.7475
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,80.3333
gse20194_gse96058_hiseq,gse20194,True Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,27
gse20194_gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,53.3333
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,886.3333
gse20194_gse96058_hiseq,gse20194,True Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,49.6667
gse20194_gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,836.6667
gse20194,gse20194,Accuracy,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9243
gse20194,gse20194,False Negative,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,3
gse20194,gse20194,False Positive,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,3.3333
gse20194,gse20194,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.8399
gse20194,gse20194,ROC AUC,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9488
gse20194,gse20194,Sensitivity (TPR),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9421
gse20194,gse20194,Specificity (TNR),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.8958
gse20194,gse20194,True Negative,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,28.6667
gse20194,gse20194,True Positive,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,48.6667
gse20194,gse20194,Accuracy,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9161
gse20194,gse20194,False Negative,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,3
gse20194,gse20194,False Positive,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,4
gse20194,gse20194,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.8218
gse20194,gse20194,ROC AUC,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9494
gse20194,gse20194,Sensitivity (TPR),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.9418
gse20194,gse20194,Specificity (TNR),HistGradientBoosting,Unadjusted,gse20194,meta_er_status,0.875
gse20194,gse20194,True Negative,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,28
gse20194,gse20194,True Positive,HistGradientBoosting,Unadjusted,gse20194,meta_er_status,48.6667
gse96058_hiseq,gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9565
gse96058_hiseq,gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,17.3333
gse96058_hiseq,gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,23
gse96058_hiseq,gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.6833
gse96058_hiseq,gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9591
gse96058_hiseq,gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9798
gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.6774
gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,48.3333
gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,839
gse96058_hiseq,gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9572
gse96058_hiseq,gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,17.3333
gse96058_hiseq,gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,22.3333
gse96058_hiseq,gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.6899
gse96058_hiseq,gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9608
gse96058_hiseq,gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.9798
gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,0.6868
gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,49
gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,gse96058_hiseq,meta_er_status,839
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9542
gse20194_gse96058_hiseq,gse20194,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9276
gse20194_gse96058_hiseq,gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9565
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,21.6667
gse20194_gse96058_hiseq,gse20194,False Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,3
gse20194_gse96058_hiseq,gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,18.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,24.6667
gse20194_gse96058_hiseq,gse20194,False Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,3
gse20194_gse96058_hiseq,gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,21.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7488
gse20194_gse96058_hiseq,gse20194,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.8454
gse20194_gse96058_hiseq,gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.6886
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.967
gse20194_gse96058_hiseq,gse20194,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9503
gse20194_gse96058_hiseq,gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9616
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9761
gse20194_gse96058_hiseq,gse20194,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9421
gse20194_gse96058_hiseq,gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9782
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7613
gse20194_gse96058_hiseq,gse20194,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9035
gse20194_gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.6953
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,78.6667
gse20194_gse96058_hiseq,gse20194,True Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,29
gse20194_gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,49.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,886.3333
gse20194_gse96058_hiseq,gse20194,True Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,48.6667
gse20194_gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,837.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9558
gse20194_gse96058_hiseq,gse20194,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9156
gse20194_gse96058_hiseq,gse96058_hiseq,Accuracy,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9594
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,21.6667
gse20194_gse96058_hiseq,gse20194,False Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,2
gse20194_gse96058_hiseq,gse96058_hiseq,False Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,19.6667
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,23
gse20194_gse96058_hiseq,gse20194,False Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,5
gse20194_gse96058_hiseq,gse96058_hiseq,False Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,18
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7581
gse20194_gse96058_hiseq,gse20194,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.8216
gse20194_gse96058_hiseq,gse96058_hiseq,MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.7174
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9652
gse20194_gse96058_hiseq,gse20194,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9529
gse20194_gse96058_hiseq,gse96058_hiseq,ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.9582
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.9761
gse20194_gse96058_hiseq,gse20194,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.9605
gse20194_gse96058_hiseq,gse96058_hiseq,Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.977
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined,meta_er_status,0.7774
gse20194_gse96058_hiseq,gse20194,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,0.8444
gse20194_gse96058_hiseq,gse96058_hiseq,Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,0.7475
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined,meta_er_status,80.3333
gse20194_gse96058_hiseq,gse20194,True Negative,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,27
gse20194_gse96058_hiseq,gse96058_hiseq,True Negative,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,53.3333
gse20194_gse96058_hiseq,gse20194_gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined,meta_er_status,886.3333
gse20194_gse96058_hiseq,gse20194,True Positive,HistGradientBoosting,Unadjusted,Combined on gse20194,meta_er_status,49.6667
gse20194_gse96058_hiseq,gse96058_hiseq,True Positive,HistGradientBoosting,Unadjusted,Combined on gse96058_hiseq,meta_er_status,836.6667
